Title,DiscMand,MajorSpendingCategory,Agency,Bureau,Func,SubFunc,O2016,DiscMandAgg,MajSpendAgg,FuncAgg,,AgencyAgg,BureauAgg
Transfers to UMWA combined benefits fund,Mandatory,Offsetting receipts,United Mine Workers of America Benefit Funds                    ,United Mine Workers of America Benefit Funds                    ,550,551,-214,2448710,-238286,521222,,,
Transfers to UMWA combined benefits fund,Mandatory,Other Spending,United Mine Workers of America Benefit Funds                    ,United Mine Workers of America Benefit Funds                    ,550,551,-24,2448710,710521,521222,,,
Health education assistance loans program account,Mandatory,Other Spending,Department of Health and Human Services                         ,Health Resources and Services Administration,550,552,-8,2448710,710521,521222,,,
Operations and research,Discretionary,Nondefense,Department of Transportation                                    ,National Highway Traffic Safety Administration,400,401,146,1195950,608399,90703,,,
Health resources and services,Mandatory,Other Spending,Department of Health and Human Services                         ,Health Resources and Services Administration,550,552,68,2448710,710521,521222,,,
Program management,Mandatory,Other Spending,Department of Health and Human Services                         ,Centers for Medicare and Medicaid Services,550,552,0,2448710,710521,521222,,,
Operations and Research (Transportation Trust Fund)             ,Discretionary,Nondefense,Department of Transportation                                    ,National Highway Traffic Safety Administration,400,401,136,1195950,608399,90703,,,
Operations and training,Discretionary,Nondefense,Department of Transportation                                    ,Maritime Administration,400,403,153,1195950,608399,90703,,,
Operations Support,Discretionary,Nondefense,Department of the Treasury                                      ,Internal Revenue Service,800,803,3691,1195950,608399,24551,,,
"Operations, research, and facilities",Discretionary,Nondefense,Department of Commerce                                          ,National Oceanic and Atmospheric Administration,300,306,3339,1195950,608399,40158,,,
Oregon and California grant lands,Discretionary,Nondefense,Department of the Interior                                      ,Bureau of Land Management,300,302,109,1195950,608399,40158,,,
Other assisted housing programs,Discretionary,Nondefense,Department of Housing and Urban Development                     ,Housing Programs,600,604,219,1195950,608399,519426,,,
Other commissions and boards,Discretionary,Nondefense,Other Commissions and Boards                                    ,Other Commissions and Boards                                    ,800,808,1,1195950,608399,24551,,,
Other Federal drug control programs,Discretionary,Nondefense,Federal Drug Control Programs                                   ,Federal Drug Control Programs                                   ,800,802,110,1195950,608399,24551,,,
Other legislative branch boards and commissions,Discretionary,Nondefense,Legislative Branch                                              ,Legislative Branch Boards and Commissions,800,801,6,1195950,608399,24551,,,
Overseas Private Investment Corporation noncredit account,Discretionary,Nondefense,International Assistance Programs                               ,Overseas Private Investment Corporation,150,151,-123,1195950,608399,46041,,,
Overseas Private Investment Corporation program account,Discretionary,Nondefense,International Assistance Programs                               ,Overseas Private Investment Corporation,150,151,-121,1195950,608399,46041,,,
